Anno;Cod_Azienda;Specie_Vegetale;PLT;PLV;PRA;PTA;Provincia;Regione;SAU;Biologica;SAU_Irrigata;KW_Macchine;avg_year;min_avg_year;max_avg_year;min_min_year;min_max_year;max_min_year;max_max_year;tot_prec_year;Tipo_Certificazione;max_irrigate;Produzione;Sum_Spesa_Distribuita;CAPITALE_FISSO;CAPITALE_CIRCOLANTE;PATRIMONIO_NETTO;CAPITALE_NETTO_TOTALE;LIQUIDITA_IMMEDIATE;UTILE_PERDITA_ESERCIZIO;Sum_Quantità_azoto;Sum_Quantità_fosforo;Sum_Quantità_potassio;Sum_Valore_del_distribuito;lavoro_dipendente_ore_uomo;lavoro_dipendente_ore_macchina;lavoro_dipendente_ul;lavoro_famigliare_ore_uomo;lavoro_famigliare_ore_macchina
2016;2212010000669000001;Vite per vino di qualità;0;0;0;0;Aosta;Valle DÃ¢â‚¬â„¢Aosta;2,04;N;1,6;48;6,088798097;1,565578053;10,03742172;-18,48657537;15,89568902;-6,319176862;23,94080518;1506,660503;Vite per vino DOC;0;;;147172;10045;157217;154560;5854;4637;;;;;0;0;0;1800;0
2016;2212010000769000001;Vite per vino di qualità;180000;0;0;180000;Aosta;Valle DÃ¢â‚¬â„¢Aosta;14,87;N;10,32;633;2,511031204;-1,496069429;6,281614672;-24,25957061;13,53589552;-12,94646088;24,41159978;1275,401979;Vite per vino DOC;1;3759;1458;1221609;626546;1647566;1455584;293860;191985;;;;;26039;0;14,47;9770;0
2016;2212010019969000001;Vite per vino di qualità;128446;0;0;128446;Aosta;Valle DÃ¢â‚¬â„¢Aosta;8,24;S;8,24;123;2,073420896;-1,912694766;5,858052822;-24,02886667;12,97282638;-13,04054446;23,98665673;1281,267324;Vite per vino DOC;1;1091,79;5645;230606;313934;448245;294007;229834;154237;;;;;8816;0;4,9;800;0
2016;2212011000767000001;Vite per vino di qualità;41802;41052;0;750;Aosta;Valle DÃ¢â‚¬â„¢Aosta;2,83;N;0,91;61;2,48040533;-1,498310739;6,246737524;-23,98511715;13,48796166;-12,81276961;24,52584507;1290,961128;;1;216,14;3155;39624;36596;75478;47921;35896;27557;102,22;102,22;102,22;230;580;0;0,32;2800;0
2016;2212011010138000001;Vite per vino di qualità;50000;0;0;50000;Aosta;Valle DÃ¢â‚¬â„¢Aosta;3,52;N;3,52;222;2,547384107;-1,485218557;6,317276088;-24,6246494;13,61211382;-13,0314488;24,31517229;1275,042688;;1;424,9;2500;621623;50062;670887;660571;42212;10315;;;;;448;0;0,25;4000;0
2016;2212011019985000001;Vite per vino di qualità;73500;0;0;73500;Aosta;Valle DÃ¢â‚¬â„¢Aosta;4,81;N;4,81;125;2,386616782;-1,615178538;6,160955056;-24,14543917;13,41111117;-12,91415233;24,37714592;1275,777035;Vite per vino DOC;1;700;2620;123847;378208;383150;270331;141007;112820;0;0;0;594;3902;0;2,18;3420;0
2016;2212011019986000001;Vite per vino di qualità;39375;0;0;39375;Aosta;Valle DÃ¢â‚¬â„¢Aosta;1,6;N;0,15;48;2,476874539;-1,571500221;6,244391456;-24,75778973;13,58614776;-13,1547914;24,19399735;1282,811432;;1;148,78;150;83910;71268;146614;107086;43380;39528;0;0;0;500;0;0;0;3000;0
2016;2212011019987000001;Vite per vino di qualità;50600;0;0;50600;Aosta;Valle DÃ¢â‚¬â„¢Aosta;3,72;N;3,72;124;2,490521484;-1,560653759;6,258231108;-24,75831971;13,61486445;-13,14905781;24,21493041;1284,013214;;1;431,96;395;83133;247813;303839;245793;84910;58048;0,43;0,29;0;47;1040;0;0,58;3700;0
2016;2212011019988000001;Vite per vino di qualità;70200;0;0;70200;Aosta;Valle DÃ¢â‚¬â„¢Aosta;5,8;N;0,18;191;0,964567751;-3,072466552;4,80988872;-24,3430579;11,4679757;-13,59354435;22,41752423;1432,074911;;0;955;1827;890851;507416;1232656;1125681;177916;106976;;;;;2500;5;1,4;4800;0
2016;2212011019989000001;Vite per vino di qualità;38000;0;0;38000;Aosta;Valle DÃ¢â‚¬â„¢Aosta;3,08;N;1,3;115;2,484276283;-1,519451469;6,254608029;-24,22785949;13,50426508;-12,95620094;24,39174057;1275,487449;;1;323;2100;171435;149383;312441;228239;108193;84202;;;;;640;0;0,36;3440;0
2016;2212011019992000001;Vite per vino di qualità;25600;11800;0;13800;Aosta;Valle DÃ¢â‚¬â„¢Aosta;2,16;N;0,95;177;5,545176313;1,057266968;9,48142192;-19,38297275;15,5132841;-7,391231881;23,68850357;1508,286424;;1;178;300;1501328;86097;1226324;1189282;59479;37042;0;0;0;400;0;0;0;7440;0
2016;2212011019996000001;Vite per vino di qualità;5000;0;0;5000;Aosta;Valle DÃ¢â‚¬â„¢Aosta;1,3;N;1,3;51;3,318255;-0,855060073;7,107081259;-25,32911039;14,49248835;-12,75406068;24,30356709;1281,331089;Vite per vino DOC;1;170;158;102865;93555;178064;163123;12899;34797;;;;;0;0;0;1296;0
2016;2212011019997000001;Vite per vino di qualità;17600;0;0;17600;Aosta;Valle DÃ¢â‚¬â„¢Aosta;1;N;1;55;2,795820574;-1,201212108;6,574182183;-23,89077477;13,88846054;-12,4311901;25,09406568;1275,979759;;1;150;1179;445761;3651;415634;416113;0;1521;;;;;200;0;0,11;2560;0
2016;2212011020002000001;Vite per vino di qualità;70000;0;0;70000;Aosta;Valle DÃ¢â‚¬â„¢Aosta;5,73;N;5,73;139;2,580487593;-1,443988669;6,356044311;-24,3598794;13,61891302;-12,90325991;24,41270383;1275,241442;Vite per vino DOC;1;1042,3;3349;1221154;579251;1633595;1418066;167092;221329;;;;;2366;0;1,32;3300;0
2016;2212011020012000001;Vite per vino di qualità;31500;0;0;31500;Aosta;Valle DÃ¢â‚¬â„¢Aosta;3,71;N;1,91;360;2,861602475;-1,227923423;6,62744304;-25,22072071;14,09207198;-13,14919067;24,48313961;1269,532688;;1;357;2700;100411;108409;161170;121190;89756;39981;;;;;4640;0;2,24;80;0
2016;2212011020014000001;Vite per vino di qualità;24013;0;0;24013;Aosta;Valle DÃ¢â‚¬â„¢Aosta;2,83;N;2,83;88;2,51449193;-1,484773756;6,290198445;-24,05307581;13,56006426;-12,75712842;24,60885758;1275,878226;;1;362,09;593;273987;208578;477073;355707;105426;121367;30;15;15;180;0;0;0;11560;0
2016;2212012000332000001;Vite per vino di qualità;82756;82756;0;0;Aosta;Valle DÃ¢â‚¬â„¢Aosta;3,61;N;3,61;169;2,355813672;-1,648293127;6,130099703;-24,17733468;13,37756246;-12,95274183;24,3183798;1275,729396;Vite per vino DOC;1;344,06;1616;401553;72101;468524;419908;66264;48617;179,18;59,73;298,64;871;350;0;0,19;2700;0
2016;2212012001175000001;Vite per vino di qualità;1950;0;0;1950;Aosta;Valle DÃ¢â‚¬â„¢Aosta;0,5;N;2,21;55;2,559114786;-1,472015126;6,335951704;-24,34164968;13,64128859;-12,87601907;24,49642189;1275,379746;Vite per vino DOC;1;22;160;60406;4448;65055;62354;3988;2700;;;;;0;0;0;440;0
2016;2212012020016000001;Vite per vino di qualità;54812;21612;0;33200;Aosta;Valle DÃ¢â‚¬â„¢Aosta;4,17;N;3,69;104;2,541620706;-1,480253137;6,316220279;-24,3851174;13,56429096;-12,9507246;24,34231558;1275,208936;Vite per vino DOC;1;551,71;1200;390311;159724;551040;458381;68701;92660;22,39;22,39;22,39;15;0;0;0;3660;0
2016;2212013020026000001;Vite per vino di qualità;31130;28470;0;2660;Aosta;Valle DÃ¢â‚¬â„¢Aosta;11,95;N;9,61;159;2,682218913;-1,369837293;6,45500358;-24,7831401;13,76279596;-13,02379893;24,37934468;1281,201746;;1;170;2718;317478;111553;329188;301059;42542;32179;47,95;47,95;47,95;319;1500;0;0,83;3460;0
2016;2212014012010000001;Vite per vino di qualità;35820;35820;0;0;Aosta;Valle DÃ¢â‚¬â„¢Aosta;3,1;N;1,61;95;3,418197504;-0,745150801;7,186382852;-25,26895286;14,64665286;-12,6859125;24,40770785;1280,398284;;1;199;2000;121477;92598;196729;178752;25151;19877;0;375;375;125;0;0;0;3600;0
2015;2702014011807000001;Vite per vino di qualità;21000;0;0;21000;Firenze;Toscana;31;N;0;88;13,04510421;8,305482456;17,60092797;-7,699324508;23,78741104;2,755477666;34,06772405;843,4233537;Vite per vino DOCG;0;510;310;877634;90474;963284;925865;54398;37419;350;0;0;2240;231;50;0,13;3600;0
2015;2702014011735000001;Vite per vino di qualità;82209;0;0;82209;Firenze;Toscana;28,32;N;0;245;14,60825907;9,591071901;19,49717195;-5,489774704;23,82613005;5,442666751;35,9636199;794,0956041;Vite per vino DOC;0;1876,12;4650;540126;89678;621286;569253;69647;52034;2857,14;1428,57;1428,57;5000;1624;0;0,9;4400;0
2015;2702014011740000001;Vite per vino di qualità;13700;0;0;13700;Firenze;Toscana;5,66;N;0;66;14,58529116;9,469696966;19,53731096;-5,182719289;23,90906173;5,974020556;35,86413458;768,3246354;Vite per vino DOC;0;466;350;176797;72415;246647;221961;72415;24686;337,79;168,89;168,89;565;0;0;0;2200;0
2015;2702014011752000001;Vite per vino di qualità;24000;0;0;24000;Firenze;Toscana;5,91;N;0;92;14,63921297;9,552238602;19,58790852;-5,020390102;23,76359429;6,074531231;35,93467438;766,6083097;Vite per vino DOCG, Vite per vino IGT;0;747,5;2798;147403;86167;230391;209969;47879;21912;263,35;307,24;373,08;1193;1169;7;0,65;1150;0
2015;2702014011758000001;Vite per vino di qualità;20130;18780;0;1350;Firenze;Toscana;6,74;N;0;44;13,39226983;8,756529838;17,88267605;-7,380861538;24,53806384;2,770451171;34,63846141;842,4440481;Vite per vino DOCG;0;338,5;1036;52060;23274;74983;55932;17809;19052;;;;;0;0;0;1600;0
2015;2702014011763000001;Vite per vino di qualità;18400;18400;0;0;Firenze;Toscana;14,31;N;0;213;13,10304724;8,772663679;17,42992762;-8,578058974;24,109371;1,958128196;34,34149828;862,0417025;Vite per vino DOCG;0;230;120;315870;73224;387609;353636;67424;33973;62,94;31,47;31,47;180;2600;0;1,45;2000;0
2015;2702014011764000001;Vite per vino di qualità;33565;0;0;33565;Firenze;Toscana;12,32;N;0;164;13,01320557;8,585950516;17,38690277;-8,607920434;24,15640299;1,940763716;34,20376894;859,98795;Vite per vino DOCG;0;779,5;1860;53102;136852;182780;144283;64842;39537;750;0;0;4875;0;0;0;2000;0
2015;2702014011680000001;Vite per vino di qualità;248000;0;0;248000;Siena;Toscana;19,5;N;0;171;14,40772175;10,19489279;19,02172627;-3,539468031;24,66281768;4,154372779;35,22054626;720,6415883;Vite per vino DOC;0;2108;13100;645726;625775;1169270;738313;314492;430957;3784,09;1892,05;1892,05;8325;16452;120;9,14;4480;0
2015;2702014011681000001;Vite per vino di qualità;22000;0;0;22000;Livorno;Toscana;5,16;S;0;88;16,23266519;13,22618533;19,19740149;0,951886971;25,85402286;7,245974791;33,4770671;729,3565031;Vite per vino DOC;0;1070;2695;444675;465238;898959;820907;116461;78052;120;200;400;956;2700;0;1,44;4320;0
2015;2702014011682000001;Vite per vino di qualità;11552;10352;0;1200;Livorno;Toscana;4,8;S;0,16;48;15,8643067;12,40776436;19,2624753;0,066038547;24,97037979;6,946348554;34,27937656;750,7899905;Vite per vino DOC;0;194;371;320977;22313;326134;310110;0;21734;37,05;37,05;37,05;290;0;0;0;2800;0
2015;2702014011650000001;Vite per vino di qualità;17000;0;0;17000;Livorno;Toscana;10,22;N;0;95;16,27028059;13,33384579;19,25521716;1,03588164;26,12804026;7,226100404;33,66927215;711,3711476;Vite per vino DOC;0;300;3200;340835;255107;584730;563256;61061;24640;6;6;6;58;480;120;0,27;4840;0
2016;2222008000002000001;Vite per vino di qualità;137830;0;0;137830;Alessandria;Piemonte;22,71;N;0;202;13,20663198;8,790408128;17,85380502;-5,198789878;21,95837075;1,735727289;33,34621664;979,949959;;0;3432,11;21810;184192;152966;301792;201949;152966;99843;1012,5;607,5;1012,5;655;4561;233;2,53;7488;0
2016;2222008000506000001;Vite per vino di qualità;61200;0;0;61200;Asti;Piemonte;12,18;N;0;178;13,12076501;8,771961237;17,71853606;-5,34888194;21,92596994;1,533493183;33,04736856;1070,4513;Vite per vino DOC;0;1734;15682;177852;76207;248900;233823;22634;15076;8;24;24;6276;0;0;0;5568;0
2016;2222008000539000001;Vite per vino di qualità;477950;0;0;477950;Asti;Piemonte;94,1;N;0;528;12,94138511;8,700757854;17,43132375;-7,125674491;22,10080195;0,73896068;32,85250738;1069,691548;Vite per vino DOCG;0;7752;85227;2420067;4258091;6544987;5837809;1862424;707178;1300;2600;4875;16342;56600;0;30,78;22320;0
2015;2702014011662000001;Vite per vino di qualità;65857;65857;0;0;Siena;Toscana;19,87;N;0;296;14,31071306;10,01585668;18,94871485;-3,84244561;24,47525988;4,21450542;35,13481792;704,8832311;Vite per vino DOC;0;890;4608;286119;56922;338236;278699;56922;59537;571,11;0;0;490;1024;64;0,57;2240;0
2016;2222008015195000001;Vite per vino di qualità;586824;0;0;586824;Cuneo;Piemonte;7,94;N;0;121;12,79809501;8,573804084;17,30140256;-7,78314519;22,04133471;0,652088596;32,89369444;1009,447225;Vite per vino DOCG;0;1781,53;43130;341814;370722;661482;372434;285798;289048;400;400;400;20000;0;0;0;7800;0
2016;2222008015208000001;Vite per vino di qualità;1338600;0;0;1338600;Cuneo;Piemonte;74,26;N;0;470;12,68779628;8,478707163;17,1803678;-8,023285726;21,91181215;0,608840384;32,70016892;1020,843959;Vite per vino DOCG;0;9894;153350;308352;3263661;3375761;1077959;1837221;2297802;24000;24000;24000;100000;8000;0;4;7200;0
2016;2222008015218000001;Vite per vino di qualità;39249;39249;0;0;Cuneo;Piemonte;5;N;0;91;12,57804728;8,41416991;17,00571071;-7,290167178;21,53041293;0,618663849;32,18232502;1075,406617;Vite per vino DOC;0;356,81;4300;46394;32427;75893;52359;32317;23534;37;37;37;1850;0;0;0;2400;0
2016;2222008015235000001;Vite per vino di qualità;178200;178200;0;0;Cuneo;Piemonte;15,79;N;0;136;12,3149284;7,951306691;16,93230557;-10,13883619;21,94313022;0,549902722;32,74517117;983,3071678;Vite per vino DOCG;0;405;24207;351655;108588;424353;360536;97128;63818;336,82;336,82;336,82;18525;0;0;0;3000;0
2016;2222008015259000001;Vite per vino di qualità;30000;30000;0;0;Cuneo;Piemonte;4,55;N;0;182;12,38263353;8,008457933;17,01069626;-9,816217433;22,00453748;0,605442074;32,93990896;942,9113412;Vite per vino DOCG;0;200;1663;9272;39201;38491;-27023;28811;65512;136,15;68,08;192,88;590;4056;0;2,25;2400;0
2016;2222008015527000001;Vite per vino di qualità;26400;0;0;26400;Cuneo;Piemonte;2,09;N;0;14;12,2152344;7,965829674;16,75279396;-9,835455992;21,62874395;0,51971316;32,22495874;1018,704118;Vite per vino DOC;0;296;7081;108830;46196;150093;116226;33376;33867;145;145;145;7250;0;0;0;3000;0
2016;2222008016003000001;Vite per vino di qualità;16542;16542;0;0;Cuneo;Piemonte;1,94;N;0;139;12,67554786;8,460458792;17,14728953;-7,49815242;21,78384857;0,563479654;32,48167679;1049,185251;Vite per vino DOCG;0;225;1300;8410;13912;21329;10582;13912;10747;;;;;0;0;0;2400;0
2016;2222008016008000001;Vite per vino di qualità;77760;77760;0;0;Cuneo;Piemonte;9,34;N;0;209;12,75341805;8,548480965;17,1881703;-6,423527903;21,68847499;0,658636517;32,40359721;1063,07755;Vite per vino DOCG;0;864;2561;942610;62952;1000896;974451;62952;26445;1500;750;2250;2736;2000;0;1;2200;0
2016;2222008017004000001;Vite per vino di qualità;50095;49195;0;900;Cuneo;Piemonte;9,86;N;3,21;143;12,7082911;8,430891863;17,26828408;-8,116156272;22,10291185;0,663548739;33,11624358;964,5429293;;0;504;3050;124978;85167;206937;118649;85167;88288;101,88;101,88;101,88;289;420;10;0,23;7840;0
2016;2222008017006000001;Vite per vino di qualità;194068;194068;0;0;Cuneo;Piemonte;33,19;N;0;335;12,56595098;8,407652048;16,99107912;-7,332060377;21,51489656;0,624720757;32,1706607;1075,95186;;0;1848;14326;760744;157734;917344;830220;157734;87124;598,62;598,62;848,04;2594;7440;200;4,02;2560;0
2016;2222008017007000001;Vite per vino di qualità;56642;56642;0;0;Cuneo;Piemonte;11,44;N;0;102;12,68475743;8,474122121;17,16385211;-7,665863888;21,83094377;0,582760385;32,59273131;1039,856859;;0;540;1219;947154;61550;1005305;953926;61550;51379;144;144;204;432;488;8;0,27;2240;0
2016;2222008020003000001;Vite per vino di qualità;44776;4386;0;40390;Asti;Piemonte;6,95;N;0;135;13,41562415;9,128821559;17,9897926;-6,372813664;22,66257031;1,194203964;34,25143002;911,0080038;Vite per vino DOC;0;1032;8240;188552;40504;222467;187625;40504;34841;0;0;0;946;0;0;0;2672;0
2016;2222008021002000001;Vite per vino di qualità;23853;875;0;22978;Asti;Piemonte;3,81;N;0;119;13,1610188;8,852323425;17,63714331;-5,993665039;22,41969458;1,614545754;33,41056803;989,9516435;Vite per vino DOC;0;613,45;1500;175875;50127;216308;151071;37078;65236;0;0;0;4000;2128;0;1,17;2400;0
2016;2222008021014000001;Vite per vino di qualità;3545;3545;0;0;Asti;Piemonte;1,81;N;0;73;13,251033;8,913407364;17,77809652;-5,5865352;22,18506354;0,981722466;33,13604648;1006,505277;Vite per vino DOCG;0;50;205;67082;25810;92679;91385;12955;1294;;;;;0;0;0;960;0
2016;2222008021015000001;Vite per vino di qualità;13659;13659;0;0;Asti;Piemonte;2,62;N;0;105;13,05111039;8,793130674;17,50000845;-5,209203061;21,97384714;0,905564772;32,79558792;1026,003889;;0;155;490;4487;14807;18476;7087;14615;11387;108,06;108,06;108,06;300;0;0;0;2496;0
2016;2222008022011000001;Vite per vino di qualità;162000;162000;0;0;Asti;Piemonte;15,11;N;0;175;13,1611824;8,867512974;17,67388562;-6,881450832;22,35707958;0,904150245;33,0693474;1068,32068;Vite per vino DOCG;0;1800;8100;618914;139098;748292;610913;139098;137379;15;15;15;2800;0;0;0;4624;0
2016;2222008022012000001;Vite per vino di qualità;32300;32300;0;0;Asti;Piemonte;4,42;N;0;170;13,16579623;8,870356783;17,68034613;-6,953863524;22,38873029;0,908509884;33,08098018;1068,243051;Vite per vino DOCG;0;380;1650;274207;30189;302458;284415;28209;18043;11,84;11,84;11,84;750;0;0;0;2312;0
2016;2222008025010000001;Vite per vino di qualità;22528;22528;0;0;Alessandria;Piemonte;3,33;N;0;81;12,92113056;8,723421079;17,32107245;-4,9199234;21,79012447;0,966699418;32,58198142;1016,340958;Vite per vino DOC;0;317,5;1506;115618;18922;133189;121997;18922;11191;162;72;144;540;0;0;0;3840;0
2016;2222008025011000001;Vite per vino di qualità;22401;22401;0;0;Alessandria;Piemonte;4,01;N;0;44;12,92009613;8,722277913;17,32028838;-4,928098678;21,78884524;0,964799543;32,58089687;1016,830133;Vite per vino DOCG;0;292,4;1877;294684;16919;310261;295331;16919;14928;162,5;81,25;243,75;656;8;1;0;1440;0
2016;2222008025016000001;Vite per vino di qualità;111402;111402;0;0;Alessandria;Piemonte;22,67;N;0;221;13,30710371;9,056743684;17,70637107;-3,788603615;22,25685063;1,630781316;33,13369556;891,2853329;Vite per vino DOCG;0;1136;8374;647829;100321;741416;666498;100321;74920;50;100;200;346;8;8;0;3608;0
2016;2222008025026000001;Vite per vino di qualità;10750;10750;0;0;Alessandria;Piemonte;4,18;N;0;80;13,20463493;8,781152817;17,86701703;-5,345119485;21,90018062;1,80412075;33,27204148;1047,083068;Vite per vino DOC;0;285;2175;190765;5409;195529;193672;5409;1857;0;0;0;552;0;0;0;2000;0
2016;2222008025095000001;Vite per vino di qualità;1207;674;0;533;Alessandria;Piemonte;1,98;N;0;59;13,30096163;9,150511984;17,59951746;-3,587488336;22,37940002;2,158798674;33,02610986;834,7437029;Vite per vino DOC;0;32,54;218;107155;27943;135098;134270;27943;828;;;;;0;0;0;1208;0
2016;2222008025102000001;Vite per vino di qualità;9000;0;0;9000;Alessandria;Piemonte;3,26;N;0;129;13,01888949;9,114658306;17,0739293;-3,476884663;21,78027583;2,271845604;32,13662335;893,2977581;;0;306;952;210706;36932;246667;258121;36932;-11454;3,75;2,25;3,75;24;0;0;0;2400;0
2016;2222008026003000001;Vite per vino di qualità;16972;16972;0;0;Alessandria;Piemonte;5,3;N;0;127;13,25131783;8,967520756;17,69613856;-4,202132353;22,20232549;1,309052914;33,12220843;944,068748;Vite per vino DOCG;0;289,2;1118;386;14004;13372;179;14004;13193;244,06;244,06;244,06;568;4;4;0;1040;0
2016;2222008026018000001;Vite per vino di qualità;6907;6907;0;0;Alessandria;Piemonte;8,11;N;0;177;13,44803697;9,206479875;17,83292501;-3,681327009;22,48528703;2,024300743;33,4389134;775,3821631;Vite per vino DOCG;0;172;629;174586;6753;180924;172977;6753;7948;;;;;0;0;0;2000;0
2016;2222008026022000001;Vite per vino di qualità;5558;5558;0;0;Alessandria;Piemonte;2,38;N;0;103;12,99355197;9,009168013;17,14063705;-3,614426603;21,89489801;2,108968907;32,29502208;868,2445398;Vite per vino DOC;0;85,5;620;95108;2911;97685;98005;2911;-319;180;100;160;550;0;0;0;1440;0
2016;2222008026026000001;Vite per vino di qualità;24800;24800;0;0;Alessandria;Piemonte;3,61;N;0;121;12,84481099;8,732748385;17,17701005;-4,55783437;21,64958596;1,161165898;32,34584441;1005,285902;Vite per vino DOC;0;310;1350;70857;58563;127932;110835;58563;17097;64;192;192;320;0;0;0;3400;0
2016;2222008026040000001;Vite per vino di qualità;7020;7020;0;0;Alessandria;Piemonte;5,28;N;0;99;12,81452759;8,762202287;17,09407335;-4,239951005;21,60532582;1,312801245;32,2116592;1009,423623;Vite per vino DOC;0;117;450;529;8398;8326;1144;8398;7182;40;120;120;210;0;0;0;2400;0
2016;2222008026045000001;Vite per vino di qualità;79517;79517;0;0;Alessandria;Piemonte;16,17;N;0;77;13,42843683;9,072231461;17,92145129;-4,038297176;22,4225863;1,546922918;33,56987266;861,8563734;Vite per vino DOC;0;1135;2250;130433;64116;189777;131872;64116;57906;109,09;65,45;109,09;400;0;0;0;1840;0
2016;2222008027000000001;Vite per vino di qualità;57554;57554;0;0;Alessandria;Piemonte;7,28;N;0;177;13,25131783;8,967520756;17,69613856;-4,202132353;22,20232549;1,309052914;33,12220843;944,068748;;0;774,1;2261;178700;37495;212741;192514;37495;20228;;;;;1672;0;0,93;2496;0
2016;2222008027063000001;Vite per vino di qualità;27459;9875;0;17584;Alessandria;Piemonte;16,03;N;0;276;13,2096503;8,792028859;17,8580771;-5,199564168;21,96020877;1,738609134;33,3530482;980,1837249;;0;619,46;2622;195181;9631;203861;194127;9631;9734;464,6;0;0;94;0;0;0;2496;0
2016;2222008027064000001;Vite per vino di qualità;287000;0;0;287000;Alessandria;Piemonte;42,43;N;0;387;13,31872819;9,399477533;17,39874413;-3,333044219;22,1574423;2,141443989;32,59202159;892,9309565;Vite per vino DOCG;0;6970;20000;2274236;210457;2389062;2291753;210457;97308;12;12;12;4700;6400;0;3;2560;0
2016;2222008070083000001;Vite per vino di qualità;52099;52099;0;0;Alessandria;Piemonte;7,33;N;0;96;12,96344161;8,755121949;17,36718339;-4,785375869;21,84077001;0,96529133;32,63575579;1008,433932;Vite per vino DOC;0;668,15;3996;132724;40169;169768;131931;40083;37836;;;;;0;0;0;3840;0
2016;2222008070087000001;Vite per vino di qualità;14798;8474;0;6325;Alessandria;Piemonte;4,51;N;0;92;12,84562249;8,790808196;17,11473429;-4,057713477;21,70591666;1,414778258;32,26187374;1010,554923;Vite per vino DOCG;0;445,83;947;57690;16945;73074;61414;16773;11660;135;202,5;162;604;0;0;0;4320;0
2016;2222008070215000001;Vite per vino di qualità;15511;15511;0;0;Alessandria;Piemonte;3,58;N;0;131;12,97354714;8,800769928;17,34294993;-4,403932933;21,84652927;1,093027727;32,58062657;998,8142248;Vite per vino DOC;0;230,4;1055;52668;6033;57757;58084;6033;-328;120;120;120;24;24;24;0,01;1920;0
2016;2222008070242000001;Vite per vino di qualità;14500;0;0;14500;Alessandria;Piemonte;10,6;N;0;151;13,42019054;9,369232415;17,63885879;-3,269332438;22,31580012;2,360702618;33,04128227;846,8497953;Vite per vino DOC;0;490;654;497663;15056;509308;496143;15056;13164;134,4;67,2;201,6;583;0;0;0;2400;0
2016;2222008070274000001;Vite per vino di qualità;81623;81623;0;0;Alessandria;Piemonte;7,51;N;0;96;13,45698701;9,33471392;17,7348049;-3,482669499;22,3754607;2,164918551;33,25828418;804,4870838;Vite per vino DOC;0;714;1455;604909;72772;674927;626555;72772;48373;280;0;840;1880;8;8;0;1600;0
2016;2222008070317000001;Vite per vino di qualità;130640;130640;0;0;Alessandria;Piemonte;39,07;S;0;272;13,14785412;8,785210577;17,73953573;-5,534789226;22,00426648;1,714146589;33,09716206;1096,28632;;0;230;1536;374612;155537;515519;452208;77672;63311;325;325;325;1086;8000;0;4;2400;0
2016;2222008070321000001;Vite per vino di qualità;26760;24720;0;2040;Alessandria;Piemonte;6,67;N;0;150;13,29277104;9,012427546;17,72463047;-3,960928242;22,26246594;1,545523992;33,20466735;880,212094;Vite per vino DOC;0;469;9345;46148;19031;65179;79404;13190;-14225;216;108;324;576;720;0;0,4;1920;0
2016;2222008070332000001;Vite per vino di qualità;3520;0;0;3520;Alessandria;Piemonte;18,92;N;0;198;13,19961375;8,894189391;17,70694827;-5,726466419;22,39324213;1,641052149;33,37934997;1039,552674;;0;630,6;1634;162700;3006;164123;168653;3006;-4529;;;;;14;14;0,01;4000;0
2016;2222008070349000001;Vite per vino di qualità;21200;0;0;21200;Alessandria;Piemonte;21,69;N;0;106;13,24057603;8,804493203;17,90401713;-5,241268434;21,96533027;1,771384366;33,38457099;986,6863833;Vite per vino DOC;0;458,5;2100;83439;23204;106642;96938;10930;9705;0;0;0;650;0;0;0;4000;0
2016;2222008070353000001;Vite per vino di qualità;18675;4365;0;14310;Alessandria;Piemonte;20,8;N;0;217;13,15977855;8,829212647;17,68637388;-5,715327387;22,2462953;1,672625393;33,22404035;1058,089715;;0;902,5;2764;62212;17869;78987;79189;17869;-202;120;120;120;410;6;6;0;3600;0
2016;2222008070359000001;Vite per vino di qualità;46560;0;0;46560;Alessandria;Piemonte;42,01;N;0;126;13,14404553;8,789078245;17,7392873;-5,581840805;21,97644444;1,648979049;33,10669677;1096,388722;;0;1023,4;4185;9349;50395;58988;63139;50395;-4152;3,84;622,44;2,16;727;48;48;0,03;4000;0
2016;2222008070362000001;Vite per vino di qualità;70680;0;0;70680;Alessandria;Piemonte;35,21;N;0;276;13,3536205;8,859740485;18,07823964;-5,15331659;22,04586853;1,992591272;33,64732771;968,0193967;Vite per vino DOC;0;2129;2000;135387;31218;160042;134234;31218;25807;0;0;0;1800;0;0;0;2000;0
2016;2222008070381000001;Vite per vino di qualità;46320;0;0;46320;Alessandria;Piemonte;26,32;N;0;602;13,24689929;8,797158675;17,93322598;-5,231144768;21,9069435;1,8889924;33,36763468;1027,757226;;0;1166;200;242066;133838;351231;241110;133838;110121;;;;;0;0;0;4000;0
2016;2222008070386000001;Vite per vino di qualità;54245;54245;0;0;Alessandria;Piemonte;12,47;S;0;120;13,21923334;8,797721701;17,87408034;-5,319115652;21,94043053;1,753152548;33,30280507;988,3376911;Vite per vino DOC;0;863;6910;134689;43262;175254;135055;43262;40200;0;0;0;1178;8;8;0;2200;0
2016;2222008070400000001;Vite per vino di qualità;7864;1100;0;6764;Alessandria;Piemonte;3,23;N;0;74;12,72457421;8,841821637;16,8039868;-3,654484236;21,61040019;1,974865797;31,74804453;940,0877363;;0;140,37;414;170000;22629;190484;176750;22629;13734;;;;;0;0;0;1440;0
