Anno;Cod_Azienda;Specie_Vegetale;PLT;PLV;PRA;PTA;Provincia;Regione;SAU;Biologica;SAU_Irrigata;KW_Macchine;avg_year;min_avg_year;max_avg_year;min_min_year;min_max_year;max_min_year;max_max_year;tot_prec_year;Tipo_Certificazione;max_irrigate;Produzione;Sum_Spesa_Distribuita;CAPITALE_FISSO;CAPITALE_CIRCOLANTE;PATRIMONIO_NETTO;CAPITALE_NETTO_TOTALE;LIQUIDITA_IMMEDIATE;UTILE_PERDITA_ESERCIZIO;Sum_Quantit�_azoto;Sum_Quantit�_fosforo;Sum_Quantit�_potassio;Sum_Valore_del_distribuito;lavoro_dipendente_ore_uomo;lavoro_dipendente_ore_macchina;lavoro_dipendente_ul;lavoro_famigliare_ore_uomo;lavoro_famigliare_ore_macchina
2016;2422009002798000001;Melo;181185;181185;0;0;Bolzano - Bozen;Alto Adige;11,28;N;11,28;121;5,136505632;0,232495537;9,488961237;-23,75939707;13,4912619;-8,312564709;25,11549227;1434,991733;;1;5020,65;5729;1249809;330255;1574721;1490992;148873;83730;909,91;727,93;727,93;3578;3402;1;1,89;6080;0
2016;2422009002799000001;Melo;12849;12849;0;0;Bolzano - Bozen;Alto Adige;6,49;N;6,49;117;8,342675966;3,655626396;12,51669028;-19,31578845;15,9709415;-4,063945647;27,31007662;1161,630768;;1;512,17;1300;679452;383530;1055600;918482;180532;137120;125,69;100,55;100,55;500;3556;0;1,98;2400;0
2016;2422009002800000001;Melo;224311;224311;0;0;Bolzano - Bozen;Alto Adige;13,11;N;13,11;155;8,107406729;3,377837416;12,29475878;-19,78523798;15,79004142;-4,367354946;27,11808662;1255,979643;;1;7832,92;14087;907068;407236;1292150;1204116;181806;88036;755,09;604,07;604,07;3007;6912;0;3,84;5120;0
2016;2422009002804000001;Melo;22746;22746;0;0;Bolzano - Bozen;Alto Adige;6,3;N;6,3;88;9,05503178;4,513457552;13,13904446;-18,29772383;16,5397493;-2,992811265;27,5599861;1168,501011;;1;788,43;2026;726303;173599;860388;849815;73661;10572;128;128;181,33;640;3689;0;2,05;1800;0
2016;2422010002809000001;Melo;54808;54808;0;0;Bolzano - Bozen;Alto Adige;3,13;N;2,45;110;6,117975367;1,141887718;10,37369913;-22,85961126;14,60009929;-7,179578264;25,43838245;1367,020541;;1;1409,14;2338;813787;95315;905238;892648;40086;12589;33,75;11,25;45;135;851;0;0,47;2400;0
2016;2422010002812000001;Melo;244176;244176;0;0;Bolzano - Bozen;Alto Adige;11,7;N;11,7;219;1,509086561;-3,198264077;5,871511218;-30,91271752;11,33894618;-14,48281271;22,31833063;1214,371252;;1;6355,17;14372;2067841;385921;1946107;1870664;141007;75441;862,03;862,03;1221,21;4201;6646;0;3,69;4000;0
2016;2422010002817000001;Melo;88917;88917;0;0;Bolzano - Bozen;Alto Adige;6,31;N;8,1;74;4,465897922;-0,124239624;9,199557962;-22,750247;12,31566445;-8,914868523;25,72745673;1076,299975;Prodotto biologico;1;3487,3;14026;1749062;134592;1792248;1768978;42211;23268;1578,66;1578,66;2236,45;7788;4348;48;2,42;4480;0
2016;2422010002820000001;Melo;290535;290535;0;0;Bolzano - Bozen;Alto Adige;9,04;N;9,04;134;5,93071811;1,029222392;10,20573868;-22,86901135;14,31109005;-7,411266776;25,54100125;1348,093352;;1;5361,48;7828;162402;551390;713793;531192;248395;182600;662;551,66;1103,33;3263;3365;3;1,87;5280;0
2016;2422010002827000001;Melo;167271;167271;0;0;Bolzano - Bozen;Alto Adige;10,35;N;9,74;257;1,833280371;-3,09302958;6,233947772;-30,44929463;11,18510392;-13,09723633;22,12424053;1398,804164;;1;3960,56;8920;1252441;341942;1586350;1494182;173960;92167;326,08;271,73;543,47;1626;4255;3;2,36;3600;0
2016;2422010002846000001;Melo;68266;68266;0;0;Bolzano - Bozen;Alto Adige;5,6;N;5,35;162;6,75926585;2,258775022;11,0650855;-18,65803515;14,24051481;-5,896892816;26,46983086;1130,832667;;1;2114,69;8708;1145884;145329;1291213;1272190;57782;19023;872,76;290,92;1163,68;3478;1365;64;0,76;3600;0
2016;2422010002928000001;Melo;35100;35100;0;0;Bolzano - Bozen;Alto Adige;2,1;N;2,1;118;1,611127214;-3,177481267;5,981264715;-30,60925559;11,21386059;-13,90321642;22,16883518;1273,074562;;1;982,05;1882;81705;62439;54917;45295;27290;9622;70,64;70,64;100,07;344;368;3;0,2;1900;0
2016;2422012001029000001;Melo;88932;88932;0;0;Bolzano - Bozen;Alto Adige;7;N;4,84;114;7,160634319;2,287602167;11,38333866;-21,35537612;15,2393547;-5,700580323;26,31929677;1342,618755;;1;2087,44;5416;1558517;161945;1614924;1576755;72370;38168;563,2;563,2;797,87;2744;755;3;0,42;3040;0
2016;2422012001035000001;Melo;47292;47292;0;0;Bolzano - Bozen;Alto Adige;1,6;N;1,6;147;6,609275862;1,718899605;10,86407048;-21,94789666;14,83675439;-6,519803653;26,05288184;1343,026374;;1;1357,54;2768;410513;85328;493856;470615;37228;23243;290,26;290,26;411,2;1323;0;0;0;2380;0
2016;2422012001041000001;Melo;80350;80350;0;0;Bolzano - Bozen;Alto Adige;4,03;N;4,03;327;4,458879762;-0,107150617;9,19162779;-22,79752106;12,37227754;-8,951611245;25,75184059;1073,87516;;1;1642,3;3804;1329945;111733;1439485;1407793;31151;31692;424,89;424,89;424,89;1623;1111;0;0,62;2480;0
2016;2422012001042000001;Melo;199097;199097;0;0;Bolzano - Bozen;Alto Adige;5,5;N;5,5;199;6,880204079;1,983305886;11,1550363;-21,46677069;14,96485086;-6,179837525;26,32440452;1343,147352;;1;4036,14;7196;1005207;368545;1368290;1263757;169143;104532;100,69;100,69;142,64;485;3640;0;2,02;2050;0
2016;2422012001052000001;Melo;346938;346938;0;0;Bolzano - Bozen;Alto Adige;20,96;N;20,96;408;8,854809003;4,40900868;12,97701066;-17,51583936;16,20726238;-3,210592643;27,56107972;1103,619829;;1;10600;35445;5102838;1598;4676196;4691721;0;-15525;1500;1500;2125;7500;18537;28;10,3;2240;0
2016;2422012001066000001;Melo;46091;46091;0;0;Bolzano - Bozen;Alto Adige;5,03;N;2,9;163;8,789197737;4,155143886;12,91202739;-19,0169402;16,32142287;-3,41215343;27,47463247;1174,49086;;1;1710,98;3928;570334;27013;597001;615312;25455;-18311;792,12;660,1;1320,2;3895;948;0;0,53;2480;0
2016;2422012001074000001;Melo;35470;35470;0;0;Bolzano - Bozen;Alto Adige;2,75;S;2,75;104;9,5244489;5,318038386;13,45845917;-15,58010195;17,28746857;-2,228286751;27,38483342;1074,946655;Coltivazione su superficie biologica, Prodotto biologico;1;789,25;846;675714;107883;781607;747008;50085;34599;26,74;26,74;37,88;128;94;23;0,05;2600;0
2016;2422013001100000001;Melo;242993;242993;0;0;Bolzano - Bozen;Alto Adige;10,52;N;10,5;313;1,610357924;-3,213112441;5,986195169;-30,54125391;11,11645206;-13,67967409;22,11017832;1359,90965;;1;6854,37;15575;2779215;438662;3211008;3116014;195297;94992;664,45;553,71;1107,42;3217;6751;0;3,75;4176;0
2016;2422013001102000001;Melo;420700;420700;0;0;Bolzano - Bozen;Alto Adige;17,61;N;17,28;390;1,638281779;-3,073806602;6,006908926;-30,66363544;11,49855946;-14,29523898;22,53073734;1228,64616;;1;10840;29023;4461985;739003;3437514;3198688;317413;238826;1010,59;1010,59;1431,67;5004;13884;20;7,71;2240;0
2016;2422013001108000001;Melo;39035;39035;0;0;Bolzano - Bozen;Alto Adige;1,97;N;2,46;229;9,383837898;5,179276292;13,31928389;-15,62680485;17,14544087;-2,387511882;27,25847384;1074,96512;;1;1291,28;13712;466686;40983;512386;492545;52508;19841;147,55;147,55;209,03;728;1259;11;0,7;1000;0
2016;2422014001701000001;Melo;128726;128726;0;0;Bolzano - Bozen;Alto Adige;11;N;11;125;6,977731152;2,512002572;11,27822413;-18,66765134;14,46547328;-5,569104565;26,62320454;1080,657925;;1;4609,7;6169;2762861;222575;2976473;2947957;89113;28517;493,7;411,42;822,84;2428;3203;0;1,78;7040;0
2016;2422014001721000001;Melo;9652;9652;0;0;Bolzano - Bozen;Alto Adige;2,3;N;1,45;69;4,824925868;-0,086472745;9,179045899;-24,26627867;13,30945479;-8,76576912;24,85205697;1454,519159;;1;378,72;768;583879;27301;590796;593687;0;-2891;47,2;15,73;62,93;184;428;124;0,24;1200;0
2016;2422014001724000001;Melo;355822;355822;0;0;Bolzano - Bozen;Alto Adige;19,13;N;18,78;184;2,720737613;-2,300058243;7,089901632;-28,71660185;11,73065023;-11,45830535;22,63210788;1458,688601;;1;7785,97;33785;3615976;636784;2889167;2791078;278983;98090;2116,31;2116,31;2998,1;10452;6919;6;3,84;4800;0
2016;2422014001739000001;Melo;161150;161150;0;0;Bolzano - Bozen;Alto Adige;7,34;N;7,29;107;1,593737379;-3,165990731;5,961042755;-30,67705334;11,26875273;-14,06531528;22,21010612;1277,101931;;1;4346,19;9701;1706648;333158;2033081;1921175;170809;111905;395,27;395,27;559,96;1871;3143;0;1,75;3000;0
2016;2422014001740000001;Melo;33462;33462;0;0;Bolzano - Bozen;Alto Adige;1,13;S;1,13;132;8,798244156;4,398333333;12,90297854;-17,41029459;16,15227473;-3,229501635;27,38815202;1106,326257;Prodotto biologico;1;657,05;1110;325153;33700;339343;332264;0;7079;29,08;24,23;48,46;133;3;3;0;1600;0
2016;2422014001751000001;Melo;95586;95586;0;0;Bolzano - Bozen;Alto Adige;4,33;N;4,33;169;6,670203152;1,772852769;10,94428834;-21,82931694;14,8152828;-6,403287159;26,13306517;1336,726052;;1;3171,79;2903;806966;95852;514298;477562;0;36736;157,13;130,94;261,89;730;1492;0;0,83;3440;0
2016;2422014002600000001;Melo;62819;62819;0;0;Bolzano - Bozen;Alto Adige;5,58;N;5,58;257;4,63573336;-0,257933353;8,961888444;-24,60307387;13,25524194;-9,092161909;24,63735072;1452,926564;;1;2098,02;5124;1399006;84678;1468030;1478522;21413;-10492;777,06;647,55;1295,11;3783;2926;0;1,63;2800;0
2016;2422014002601000001;Melo;157953;157953;0;0;Bolzano - Bozen;Alto Adige;5,46;N;5,46;272;2,445019686;-2,559176196;6,821740947;-29,2018079;11,5119701;-11,86996789;22,42183882;1462,254445;;1;3772,16;7702;1334181;209649;1504954;1435976;51037;68978;682,33;227,44;909,77;2696;1940;6;1,07;3600;0
2016;2422014002604000001;Melo;101157;101157;0;0;Bolzano - Bozen;Alto Adige;7,96;N;7,41;107;5,108737211;0,199071547;9,462915621;-23,7952711;13,4773946;-8,346533815;25,10044723;1456,635692;;1;2859,99;8771;1802400;110482;1550843;1508397;0;42446;551,87;459,89;919,79;2666;2875;0;1,6;4480;0
2016;2422014002605000001;Melo;161494;161494;0;0;Bolzano - Bozen;Alto Adige;6,5;N;6,5;232;9,084349793;4,690599802;13,16027734;-17,21483218;16,43843367;-2,862414187;27,53800243;1096,725222;;1;3804,54;11344;1954326;161972;2070873;2033425;0;37448;834,91;834,91;1182,79;4124;4002;2;2,22;2600;0
2016;2422014002606000001;Melo;75560;75560;0;0;Bolzano - Bozen;Alto Adige;4,36;N;4,36;59;9,187612582;4,683915007;13,27789367;-17,85069118;16,60492114;-2,811957524;27,71118684;1102,026001;;1;2374,6;4140;918693;85980;1001134;984270;10027;16864;323,1;107,7;430,8;1292;1700;0;0,94;2800;0
2016;2422014002607000001;Melo;113225;113225;0;0;Bolzano - Bozen;Alto Adige;14,91;N;5,2;160;5,303334618;0,804156524;9,732608715;-19,52080557;12,95806816;-7,59081383;25,6732165;1091,719242;;1;2888,4;7898;2287493;217982;2160833;2084680;90415;76153;750;250;1000;3000;1257;0;0,7;4720;0
2016;2422014002608000001;Melo;154242;154242;0;0;Bolzano - Bozen;Alto Adige;10,35;N;10,35;271;8,168303803;3,43841848;12,33034562;-19,99595913;15,86553034;-4,245038696;27,06342355;1237,621632;;1;3564,4;11219;2818496;366177;2954821;2866924;160447;87895;935,9;779,92;1559,83;4629;4344;2;2,41;4480;0
2016;2422014002611000001;Melo;52455;52455;0;0;Bolzano - Bozen;Alto Adige;2,53;N;1,75;48;7,166185145;2,305628635;11,39954906;-21,17775727;15,21685153;-5,743299333;26,43154909;1337,471938;;1;851,12;2507;559513;53026;561957;543686;0;18271;125,62;41,87;167,49;484;902;0;0,5;2104;0
2016;2422014002612000001;Melo;285010;285010;0;0;Bolzano - Bozen;Alto Adige;7,3;N;7,3;229;2,30035328;-2,675738965;6,66379036;-29,12899339;11,32930898;-12,01105534;22,28241446;1449,795635;;1;6201,24;4662;1682431;286273;1713104;1522483;452;190621;295,07;295,07;418,02;1424;2295;0;1,27;4240;0
2016;2422014002975000001;Melo;8551;8551;0;0;Bolzano - Bozen;Alto Adige;0,89;N;0,89;48;9,160187177;4,612037266;13,28683061;-18,02668263;16,53706718;-2,856236994;27,86588969;1109,189059;;1;298,26;689;221065;37216;256385;245461;18101;10924;3;3;4,25;15;0;0;0;1550;0
2016;2422014002980000001;Melo;41940;41940;0;0;Bolzano - Bozen;Alto Adige;4,36;N;4,36;55;1,41451074;-3,251270152;5,773904634;-31,03890889;11,32449332;-14,80105006;22,3751434;1171,099495;;1;1200,92;2400;312314;44679;333237;318431;0;14806;470,03;470,03;470,03;1835;548;3;0,3;2240;0
2016;2422014002981000001;Melo;45650;45650;0;0;Bolzano - Bozen;Alto Adige;5,93;N;4,9;125;4,804874209;-0,106470528;9,160808955;-24,29179445;13,28703773;-8,78592032;24,83961811;1454,649086;;1;1451,73;2195;995964;95635;1041289;987075;0;54214;117,99;39,33;157,32;453;726;0;0,4;4240;0
2016;2422014002986000001;Melo;113566;113566;0;0;Bolzano - Bozen;Alto Adige;11,52;N;11,52;361;5,453208902;0,557206773;9,794768951;-23,3107597;13,6917367;-7,872691084;25,30824189;1411,962014;;1;3441,29;9333;2528224;233265;2688899;2613453;111864;75448;203,99;68;271,98;791;2365;0;1,31;6800;0
2016;2422014002987000001;Melo;52106;52106;0;0;Bolzano - Bozen;Alto Adige;4,99;N;4,99;114;9,053620105;4,502290018;13,14958122;-18,32148176;16,50461483;-3,027491429;27,61666176;1159,866613;;1;1496,02;4071;1194283;92193;1069739;1072990;0;-3251;970;323,33;1293,33;3880;1572;1;0,87;3440;0
2016;2422015001300000001;Melo;92688;92688;0;0;Bolzano - Bozen;Alto Adige;3;N;3;99;4,438953517;-0,473637199;8,73055326;-25,23913659;13,21763795;-9,368615238;24,27364958;1419,521934;;1;1811,56;3648;831005;558280;187;8597;464800;-8411;499,54;499,54;707,69;2448;2107;0;1,17;900;0
2016;2422015001302000001;Melo;166490;166490;0;0;Bolzano - Bozen;Alto Adige;9,03;N;8,65;92;2,600719122;-2,405898619;6,984327816;-29,15863172;11,74536388;-11,74534942;22,64676866;1459,050141;;1;4310,26;7714;2261087;167455;2046022;1988247;0;57775;875,83;875,83;1240,76;4377;3338;28;1,86;3740;0
2016;2422015001303000001;Melo;178447;178447;0;0;Bolzano - Bozen;Alto Adige;5,13;N;5,13;77;3,046510558;-1,899351508;7,361306038;-27,56408255;12,01726877;-11,1029061;22,92805089;1437,71025;;1;4345,3;7259;1458530;181639;1616516;1502431;0;114085;974,71;324,9;1299,62;3862;315;4;0,17;4640;0
2016;2422015001304000001;Melo;184129;184129;0;0;Bolzano - Bozen;Alto Adige;6,35;N;6,29;130;2,448724073;-2,557535988;6,826145292;-29,20342967;11,51303141;-11,86326581;22,42151549;1462,077694;;1;4649,4;8902;1637127;215407;1844151;1750480;29156;93671;850,65;850,65;1205,09;4228;2683;2;1,49;3600;0
2016;2422015001305000001;Melo;73135;73135;0;0;Bolzano - Bozen;Alto Adige;1,32;S;1,32;71;2,035854186;-2,897287358;6,414295911;-29,83781579;11,28090186;-12,65608688;22,25558581;1443,413702;Prodotto biologico;1;772,36;2488;730328;169909;552378;557543;47112;-5164;593,65;593,65;841,01;2964;600;1;0,33;1944;0
2016;2422015001306000001;Melo;359963;359963;0;0;Bolzano - Bozen;Alto Adige;13,69;N;13,43;313;1,608924421;-3,211103339;5,983906493;-30,54048868;11,12174777;-13,69556829;22,11489783;1356,823914;;1;8954,46;17169;3535257;361681;3194537;3037629;0;156908;1090,39;363,46;1453,85;4273;4825;0;2,68;7280;0
2016;2422015001307000001;Melo;168970;168970;0;0;Bolzano - Bozen;Alto Adige;9,92;S;0,99;228;6,232100727;1,298792575;10,49589591;-22,45150249;14,56634438;-6,98821597;25,67448374;1351,79299;Prodotto biologico;1;2103,12;8437;1877906;186868;2003404;1920172;10759;83232;865,57;721,31;1442,62;4200;5023;0;2,79;4480;0
2016;2422015001308000001;Melo;74013;74013;0;0;Bolzano - Bozen;Alto Adige;5,38;N;5,38;96;5,415635638;0,494289462;9,720696351;-23,76729302;13,90376442;-8,042248531;25,18140547;1413,45844;;1;2207,1;6981;1685767;131095;1522178;1481824;56752;40356;268,22;89,41;357,62;1070;3570;0;1,98;2880;0
2016;2422015001309000001;Melo;111042;111042;0;0;Bolzano - Bozen;Alto Adige;4,32;N;4,32;90;9,035354122;4,490797396;13,13851147;-18,22549238;16,45942858;-3,03501054;27,62300842;1149,562568;;1;2709,01;9358;1346933;143317;1382634;1312876;0;69758;362,2;301,83;603,67;1811;2725;10;1,52;2000;0
2016;2422015001310000001;Melo;18080;18080;0;0;Bolzano - Bozen;Alto Adige;3,31;N;3,31;104;4,786299678;-0,124901706;9,143341494;-24,31974687;13,26957638;-8,80694859;24,82699809;1454,678733;;1;668,96;1309;775435;61844;740549;704479;26663;36071;85,41;85,41;120,99;406;569;2;0,32;4480;0
2016;2422015001311000001;Melo;119363;119363;0;0;Bolzano - Bozen;Alto Adige;6,5;N;6,5;139;5,152079576;0,253232089;9,502106105;-23,76191194;13,50623403;-8,300842225;25,12004412;1425,448205;;1;2774,63;5487;2424129;304194;2716542;2617418;134152;99124;187,44;156,2;312,4;920;3586;0;1,99;3600;0
2016;2422015001350000001;Melo;53718;53718;0;0;Bolzano - Bozen;Alto Adige;11,97;N;11,97;271;1,487555885;-3,179388092;5,858722336;-30,69829257;11,45841215;-14,70374902;22,62576179;1170,87119;;1;1783,87;5448;1144558;152134;1100447;1062135;78205;38312;294,63;294,63;417,39;1458;1094;3;0,61;2864;0
2016;2422016001215000001;Melo;10741;10741;0;0;Bolzano - Bozen;Alto Adige;1;N;1;37;8,403725494;3,72398668;12,57414023;-19,25879477;16,01531376;-3,971406319;27,3524175;1160,080462;;1;372,29;1262;404064;15553;412113;407380;0;4733;98,5;32,83;131,33;394;5;5;0;1300;0
2016;2422016001216000001;Melo;43335;43335;0;0;Bolzano - Bozen;Alto Adige;3,93;N;2;129;6,25912439;1,330235985;10,52263402;-22,40650342;14,57422891;-6,948720556;25,70186117;1348,970582;;1;1073,19;1140;1235109;43587;1255807;1244314;0;11493;124,4;103,67;207,33;622;807;7;0,44;1280;0
2016;2422016001222000001;Melo;83080;83080;0;0;Bolzano - Bozen;Alto Adige;4,7;N;4,07;88;1,634766916;-3,073959511;6,003220078;-30,6787734;11,50383549;-14,32372175;22,53902328;1222,381938;;1;2468,95;5300;1601343;83239;1614579;1618367;0;-3788;414;345;690;2070;3125;0;1,74;2240;0
2016;2422016001226000001;Melo;156990;156990;0;0;Bolzano - Bozen;Alto Adige;10,38;N;7,74;103;1,47640426;-3,190579116;5,833899149;-31,00696492;11,39134995;-14,73583251;22,41811364;1171,131507;;1;4296,4;9100;2403901;157270;2318812;2278265;0;40547;866;866;1226,83;4330;4667;0;2,59;2560;0
2016;2422016001228000001;Melo;17599;17599;0;0;Bolzano - Bozen;Alto Adige;3,3;N;3,3;118;9,262619099;4,694230833;13,39593183;-18,09824063;16,6338428;-2,718138135;27,9922281;1129,025993;;1;610,03;1490;561852;67244;598549;566554;0;31995;49,2;41;82;246;667;0;0,37;2960;0
2016;2422016001229000001;Melo;23029;23029;0;0;Bolzano - Bozen;Alto Adige;3,56;N;3,33;154;9,16207113;4,673894795;13,22712086;-17,91336065;16,60736178;-2,828928506;27,56145614;1109,939946;;1;684,37;1317;1332336;75746;1353936;1333576;0;20360;98,4;82;164;492;500;0;0,28;3680;0
2016;2422016001232000001;Melo;36023;36023;0;0;Bolzano - Bozen;Alto Adige;4,88;N;4,88;151;9,041501752;4,491226976;13,13463051;-18,34131768;16,49801336;-3,041017029;27,59264771;1162,92073;;1;936,63;2160;1432968;103174;1491447;1437977;0;53470;189;63;252;756;1600;0;0,89;2720;0
2016;2422016001241000001;Melo;170611;170611;0;0;Bolzano - Bozen;Alto Adige;6,25;N;6,25;195;1,516952382;-3,189696482;5,879479665;-30,90600531;11,35179772;-14,47941524;22,33254103;1213,749273;;1;4723,46;8600;1880567;176955;1834980;1761768;0;73212;552;460;920;2760;3460;0;1,92;2640;0
2016;2422016001242000001;Melo;288918;288918;0;0;Bolzano - Bozen;Alto Adige;11,42;N;11,42;217;1,521685695;-3,188243663;5,884865051;-30,8873686;11,35025899;-14,45229897;22,33030574;1220,076362;;1;6799,68;11860;1948913;300091;1570577;1458677;0;111900;1050;350;1400;4200;5946;0;3,3;4960;0
2016;2432008030076000001;Melo;18570;18570;0;0;Verona;Veneto;3,74;N;0;122;14,08102082;9,568240928;18,50316843;-3,775485349;23,52515295;2,797328338;34,32129356;1010,020798;;0;950;2245;164756;6006;169530;181182;5874;-11652;285;285;285;855;480;0;0,27;3920;0
2016;2432008030110000001;Melo;136037;136037;0;0;Verona;Veneto;12,24;N;12,24;224;13,81419775;9,241121497;18,24066473;-3,985996757;23,07492949;2,607104886;33,88850143;1022,800189;;1;4450;17903;600945;257739;858685;774650;108396;84034;578,29;867,14;1154,78;3367;0;0;0;7200;0
2016;2432008030278000001;Melo;7930;7930;0;0;Verona;Veneto;15,2;S;11,96;114;14,05687674;9,67046774;18,30861736;-3,521863995;23,6664737;2,73171697;33,90980806;977,3034816;Coltivazione su superficie biologica, Prodotto biologico;1;130;1075;507397;4604;502373;469372;0;33001;456,2;0;0;400;503;3;0,28;4520;0
2016;2432008032062000001;Melo;47996;47996;0;0;Treviso;Veneto;10,82;N;0;151;12,98392625;8,432644088;17,1619715;-5,096276904;20,84652409;3,178992445;31,29290971;1238,563474;;0;599,95;2347;786436;139817;919933;796563;139523;123371;80;80;40;566;20;20;0,01;5508;0
2016;2432008033216000001;Melo;14418;14418;0;0;Verona;Veneto;7,9;S;0;117;14,34682203;9,850689237;18,96559819;-3,99173437;23,80194742;3,371778349;35,19475184;1040,522504;Coltivazione su superficie biologica in conversione, Prodotto biologico da superficie in conversione;0;483;2030;367847;23181;391027;369014;20537;22014;;;;;0;0;0;3516;0
2016;2432008033241000001;Melo;81062;81062;0;0;Verona;Veneto;34,53;S;0;499;14,39258266;9,915684014;18,9914677;-3,978017024;23,84003636;3,341936728;35,31159034;1036,836994;Coltivazione su superficie biologica, Prodotto biologico;0;2783;12854;1442595;95138;1535438;1467027;82866;68410;220;440;550;2475;552;29;0,3;5010;0
2016;2432008033248000001;Melo;12552;12552;0;0;Verona;Veneto;1,43;N;0;92;14,17508761;9,66467315;18,66710921;-3,818463946;23,55738147;2,983983233;34,75607077;1005,713256;;0;597,7;2210;107381;7777;115158;110419;7746;4739;60;60;95;310;0;0;0;1090;0
2016;2432010080725000001;Melo;19548;19548;0;0;Verona;Veneto;5,32;N;0;177;14,32478698;9,84566453;18,89462211;-3,972750745;23,74603453;3,248281265;35,21957195;1029,399795;;0;724;5855;205964;12753;218716;216323;11581;2394;96;96;136;448;0;0;0;2130;0
2016;2432011080945000001;Melo;513610;513610;0;0;Verona;Veneto;27,75;S;0;175;14,32491902;9,813558225;18,94354325;-4,014124348;23,76459373;3,348485946;35,14649814;1040,193556;Coltivazione su superficie biologica, Prodotto biologico;0;16960;45693;1604240;457076;2061315;1684558;434760;376758;436;436;872;3815;6800;0;3,78;4760;0
2016;2432012081024000001;Melo;85782;85782;0;0;Verona;Veneto;7,98;S;0;141;14,37925525;9,889991625;18,99025249;-4,013758522;23,8293912;3,355713214;35,27316454;1037,454817;Coltivazione su superficie biologica, Prodotto biologico;0;2494;13561;468732;66466;535199;495297;59790;39901;180;120;120;2040;1796;3;1;1475;0
2016;2432013081072000001;Melo;93685;93685;0;0;Verona;Veneto;20,26;N;0;235;14,31747716;9,797414873;18,93742986;-4,028643773;23,75125092;3,340044887;35,12948763;1039,282257;;0;4570;22090;681619;47898;729517;708218;38639;21299;480;480;680;2080;2160;15;1,2;3591;0
2016;2432014081108000001;Melo;31208;31208;0;0;Verona;Veneto;3,07;N;2,4;171;13,937541;9,33904185;18,41910322;-4,003783682;23,18776619;2,749119408;34,2236461;1035,394771;;1;855;2150;286885;56172;342564;329012;31251;13552;240;220;460;1010;300;0;0,17;2240;0
2016;2432016016050000001;Melo;93720;93720;0;0;Verona;Veneto;23,01;S;0;307;14,38440674;9,887079933;19,00871804;-4,01260649;23,84012891;3,385074225;35,26068393;1041,737134;Coltivazione su superficie biologica;0;2840;18370;96790;54908;151698;76210;22366;75488;400;200;480;1800;2075;9;1,16;4590;0
2016;2442008010710000001;Melo;14005;14005;0;0;Pordenone;Friuli Venezia Giulia;14,12;N;7,35;171;11,68462266;7,151083384;15,88838109;-5,80427278;19,88971896;1,415902316;30,2224382;1629,256068;Altra tipologia di certificazione;1;298;4043;58573;13879;62070;65596;13436;-3527;269,69;269,69;269,69;2033;258;45;0,13;2000;0
2016;2442008011640000001;Melo;33022;33022;0;0;Pordenone;Friuli Venezia Giulia;12,76;N;11,39;215;13,20141524;8,616621417;17,49249049;-4,610527063;21,34828835;3,354873757;31,87840947;1405,182273;;1;715;7431;663987;87068;748641;691132;49581;57509;110,58;42,53;178,64;745;1250;0;0,69;2400;0
2016;2442010011884000001;Melo;25961;25961;0;0;Pordenone;Friuli Venezia Giulia;7,88;N;6,95;182;12,82929733;8,289815887;17,09792248;-4,874918874;21,0834473;2,827042272;31,42775001;1458,68872;;1;1350;3249;253406;70007;320425;260980;53277;59444;0;0;0;287;10;10;0;2640;0
2016;2442010012005000001;Melo;294800;294800;0;0;Udine;Friuli Venezia Giulia;37,12;N;37,12;346;13,09171041;8,63987501;17,34661738;-4,710138325;21,41837058;3,09105617;31,62951962;1408,263734;Altra tipologia di certificazione;1;13400;18000;2403168;230617;2470576;2483917;227144;-13341;2873,59;4604,73;12182,05;19480;13178;0;7,27;1248;0
2016;2442015012302000001;Melo;9068;9068;0;0;Udine;Friuli Venezia Giulia;1,68;N;0;48;11,614705;7,406494353;15,82334636;-5,463986053;19,91458258;1,106564897;30,7174057;1841,691426;;0;181;2475;16405;8623;25028;23289;8623;1739;;;;;0;0;0;1080;0
2016;2442016012633000001;Melo;6107;6107;0;0;Udine;Friuli Venezia Giulia;3,81;N;0;134;8,872384032;4,363512229;12,89408459;-15,73499207;16,1389664;-2,088940522;27,22213848;2125,179491;;0;280;726;19250;719;19252;22750;0;-3498;35,83;17,92;43,51;163;0;0;0;2000;0
2016;2602008012524000001;Melo;41400;41400;0;0;Ravenna;Emilia Romagna;13,4;N;8,03;62;15,31099556;11,3072636;19,16459207;-3,182377899;24,57158327;5,174528836;35,30051032;763,0452579;;1;920;500;294368;93509;384739;294652;93509;90088;2286,33;1758,72;1846,65;3200;10;10;0,01;2880;0
2016;2602015014035000001;Melo;24000;24000;0;0;ForlÃ¬-Cesena;Emilia Romagna;7,45;N;3,68;338;14,55096621;9,973747222;19,02827226;-4,065072844;23,18292474;4,351352845;35,22250411;866,6833022;;1;400;2850;160635;104128;263004;185648;104128;77355;231,11;231,11;231,11;650;920;0;0,51;7200;0
2016;2602015015111000001;Melo;493206;493206;0;0;Modena;Emilia Romagna;50,48;N;0;194;14,5453616;10,08987231;19,24859658;-3,793071503;23,64764367;2,850128113;35,82627808;787,5767961;;0;11743;82834;1872544;341954;2136592;2083426;341954;53166;18095,88;36191,76;27143,82;82834;18737;0;10,41;1760;0
